arbitrary	biased	coherence	consensus	contentious	expected	insightful	meaningful	offensive	preferable	sensible	specificity	uncanny	unpredictable	confusing	age	bestlabel	birthsex	education	familiarity	gender	marital	poc	corpus	assignmentID	topicID	HITId	technique	suitable	objectionable	consensus_factor
75	80	90	84	77	76	86	79	92	75	74	84	96	89	87	28	NA	male	bachelors	89	man	single	white	gunn	3L6L49WXW2BRWBF0XNIOS4QS1M354L	31	3XQ4XW3ODAQFCF0VF3764G81BFB2SZ	Mei et al	345.191859218436	290.803218476792	41.7129472188808
96	1	3	94	1	1	1	1	1	1	1	3	1	93	1	34	NA	female	bachelors	1	woman	single	white	gunn	3QEMNNSB2ZDJJBCCERYETSYU55RD7L	31	3XQ4XW3ODAQFCF0VF3764G81BFB2SZ	Mei et al	5.89105594492527	4.59226283654657	46.6787742687475
71	15	78	70	79	42	67	80	1	13	49	26	19	1	15	26	NA	female	somecollege	5	woman	single	white	gunn	32KTQ2V7RFTQ1O6I6HV1QECU9A3M9M	69	3XU9MCX6VPQ3B00I0E71E635PDS2RB	Mei et al	268.570377965123	84.7119530166033	34.7607893490673
71	77	74	64	66	56	56	59	70	71	76	62	60	69	62	069	NA	male	bachelors	90	man	married	white	gunn	37QW5D2ZRI0TLE0DLML92RGPHS6S8G	69	3XU9MCX6VPQ3B00I0E71E635PDS2RB	Mei et al	274.715991993076	227.874754541672	31.7812931191473
54	48	54	64	63	44	43	49	38	67	46	74	44	61	56	57	NA	male	graduate	61	man	divorced	white	gunn	3AZHRG4CU6Y7J8AV037T142V6E630N	69	3XU9MCX6VPQ3B00I0E71E635PDS2RB	Mei et al	201.641525999627	175.741981423344	31.7812931191473
2	1	1	2	15	98	99	100	1	99	100	2	3	1	2	38	NA	female	associates	2	woman	married	white	gunn	3GA6AFUKOQ2IU8GRYBEE7W1CSVXH3S	69	3XU9MCX6VPQ3B00I0E71E635PDS2RB	Mei et al	345.154451828825	13.1051911112626	0.993165409973352
10	20	5	83	90	63	65	60	1	35	55	100	30	100	60	45	NA	female	high	1	woman	married	white	gunn	3TPWUS5F8BFO4Y7ZM3BF12FTDWYCWW	69	3XU9MCX6VPQ3B00I0E71E635PDS2RB	Mei et al	214.334239177981	147.028917643193	41.2163645138941
16	16	80	50	49	81	17	16	17	82	82	17	18	19	16	20	NA	female	somecollege	99	woman	single	white	gunn	333U7HK6IBTC36DEF0NBWI33W11JDA	11	3ZFRE2BDQASDE7P6YKM7QZZ0B3BXZ9	Mei et al	237.762582876974	75.0800011344257	24.8291352493338
1	1	2	50	50	6	4	6	2	1	5	1	1	5	67	25	NA	male	somecollege	1	man	single	white	gunn	39KFRKBFIP9T2SZ2R92UHZUQDTFOYO	11	3ZFRE2BDQASDE7P6YKM7QZZ0B3BXZ9	Mei et al	19.9174992521874	31.4033392343878	24.8291352493338
7	42	61	36	35	24	67	57	13	74	38	25	18	18	23	21	NA	male	somecollege	50	man	single	natAmerican	gunn	3BQU611VFRYBU4NOH8RWLS6A9A099C	11	3ZFRE2BDQASDE7P6YKM7QZZ0B3BXZ9	Mei et al	208.799637274235	88.9787161723558	17.8769773795203
5	75	65	50	55	45	25	40	1	30	30	60	30	60	35	32	NA	male	bachelors	1	man	single	white	gunn	3FTF2T8WLTWM600WAJ1OZCEL7BKW9O	11	3ZFRE2BDQASDE7P6YKM7QZZ0B3BXZ9	Mei et al	174.548088788013	145.375357975274	24.8291352493338
33	41	65	79	71	74	74	77	41	78	32	38	39	21	6	30	NA	female	high	3	woman	single	white	gunn	3U84XHCDIERP3PZP4BP4H8XN2LAZ4L	11	3ZFRE2BDQASDE7P6YKM7QZZ0B3BXZ9	Mei et al	273.903205254918	151.915732154601	39.2300336939474
49	34	35	28	49	42	17	59	52	61	51	48	28	53	52	30	NA	male	bachelors	1	man	married	black	gunn	33LKR6A5KGYCPET7B1HKXMP355F1TV	43	3ZZAYRN1I75UYM2FR1ATLY7QE3KOTF	Mei et al	176.947777235927	141.601432198168	13.9043157396269
29	9	55	79	77	62	77	14	1	1	54	75	88	31	80	23	NA	male	somecollege	1	man	single	mixed	gunn	36TFCYNS46OUA6N5I0L2ECQGZQHHXB	43	3ZZAYRN1I75UYM2FR1ATLY7QE3KOTF	Mei et al	222.058680132095	154.883308544933	39.2300336939474
81	77	78	70	89	77	77	80	76	67	62	80	66	78	79	53	NA	male	bachelors	75	man	married	white	gunn	39GAF6DQWTER26XWGWHZY4DO2QV1VB	43	3ZZAYRN1I75UYM2FR1ATLY7QE3KOTF	Mei et al	319.188977814338	260.284773659779	34.7607893490673
77	70	79	73	80	72	31	68	71	65	67	61	20	63	26	25	NA	female	graduate	100	woman	married	white	gunn	3HL8HNGX47FKVEE1KUROVOSLC8V9F4	43	3ZZAYRN1I75UYM2FR1ATLY7QE3KOTF	Mei et al	272.535768744681	203.758253358493	36.2505374640273
56	2	1	3	3	3	5	4	3	4	4	2	1	2	95	27	NA	female	bachelors	1	woman	single	white	gunn	3SITXWYCNXNKJTKJI8B6S1NI4DUBX7	43	3ZZAYRN1I75UYM2FR1ATLY7QE3KOTF	Mei et al	14.6072876719949	7.41615437742646	1.48974811496003
83	88	75	83	72	38	73	69	70	72	36	83	72	79	76	26	NA	male	bachelors	1	man	married	hispanic	ap	34S9DKFK753BK7ZQQU2H2AULNF9YNA	67	3QO7EE372P1XNCLE6SBCA9W4NZPBQB	DistSal	246.023768605986	260.430198318411	41.2163645138941
50	12	84	75	90	86	87	87	17	87	88	85	50	18	15	40	NA	female	bachelors	42	woman	married	white	ap	37UEWGM5HVMZ9ZGF7CCPX7OLHSJ1RZ	67	3QO7EE372P1XNCLE6SBCA9W4NZPBQB	DistSal	369.650653389497	157.554697141332	37.2437028740007
73	81	79	89	69	85	76	90	92	87	77	78	83	93	78	28	NA	male	bachelors	77	man	single	natAmerican	ap	37WLF8U1WR48TH4HNYF9RRTOUB9K6R	67	3QO7EE372P1XNCLE6SBCA9W4NZPBQB	DistSal	348.592510936513	274.790210177768	44.1958607438142
87	60	66	37	29	59	33	65	21	79	76	37	59	84	41	20	NA	female	somecollege	1	woman	single	black	ap	3CCZ6YKWR9XSTHLCEIEF9C18NLP957	67	3QO7EE372P1XNCLE6SBCA9W4NZPBQB	DistSal	257.682734034518	140.326004989373	18.373560084507
29	29	53	53	71	35	25	54	33	26	61	47	28	85	79	61	NA	male	graduate	5	man	divorced	white	ap	3DPNQGW4LNTNFFFE26STKA4SXPF64J	67	3QO7EE372P1XNCLE6SBCA9W4NZPBQB	DistSal	196.375433990243	134.636443247461	26.3188833642938
5	8	78	69	62	65	60	73	3	40	79	5	19	1	2	26	NA	male	somecollege	11	man	single	black	ap	35H6S234SCE5BYJEGBB3P2A6XL765L	73	3WUVMVA7OCH1IUHDNAUT6RO2AKOZAX	DistSal	304.130059893948	58.6699324049015	34.2642066440806
44	27	43	73	68	15	44	21	1	10	31	7	10	85	43	37	NA	male	bachelors	5	man	married	white	ap	39K0FND3AJT467GNYN91M9NEF2YAMM	73	3WUVMVA7OCH1IUHDNAUT6RO2AKOZAX	DistSal	129.81267802886	70.2213497324768	36.2505374640273
10	15	80	50	60	15	80	70	1	20	75	50	20	85	20	23	NA	male	bachelors	1	man	single	mixed	ap	3B2X28YI3YT70E0NHL2GSOAY7K4B68	73	3WUVMVA7OCH1IUHDNAUT6RO2AKOZAX	DistSal	271.529800644677	89.4150513574742	24.8291352493338
77	70	39	68	86	38	62	89	78	81	65	75	31	61	80	28	NA	female	bachelors	50	woman	married	white	ap	3DH6GAKTY0351WD9TIDBXX1UXTHYZR	73	3WUVMVA7OCH1IUHDNAUT6RO2AKOZAX	DistSal	251.91464949046	228.395290051271	33.767623939094
28	8	33	57	8	54	52	77	7	53	43	43	8	7	7	55	NA	male	bachelors	82	man	single	white	ap	3TR2532VIR8DIXYZ5DFXQCTBFLCJ6S	73	3WUVMVA7OCH1IUHDNAUT6RO2AKOZAX	DistSal	222.686555749066	47.521315065821	28.3052141842405
28	17	50	56	10	17	50	1	22	30	1	60	31	60	75	29	NA	female	associates	10	woman	single	white	ap	31QTRG6Q2VRBNSB369F96ZZGNUAYP6	17	3QD8LUVX4YCF7T5HRWFR1VS5A6PX5S	DistSal	97.346672220992	92.8828099184473	27.8086314792539
18	36	15	74	16	1	9	7	1	1	8	22	10	100	7	44	NA	male	associates	18	man	single	mixed	ap	3ERET4BTVONVB06FL5ILB1KQKCCK9X	17	3QD8LUVX4YCF7T5HRWFR1VS5A6PX5S	DistSal	33.6196018483849	57.3252196035995	36.747120169014
56	48	48	51	46	48	53	47	54	44	47	47	55	48	48	31	NA	female	somecollege	25	woman	divorced	white	ap	3MHW492WW2ROYVJL9I0XIW1R0AYVM3	17	3QD8LUVX4YCF7T5HRWFR1VS5A6PX5S	DistSal	207.507579458224	169.633916906859	25.3257179543205
38	43	79	86	70	80	79	62	22	62	86	40	22	32	30	42	NA	male	bachelors	19	man	single	white	ap	3QHK8ZVMIOWPJZ3U4P8IH7SVXBSLBH	17	3QD8LUVX4YCF7T5HRWFR1VS5A6PX5S	DistSal	330.070486543191	127.998739082354	42.7061126288541
36	1	56	65	60	14	43	58	2	17	46	1	1	15	35	57	NA	female	somecollege	66	woman	married	white	ap	3SKRO2GZ735DMV3KHS3SWV27MZW1KB	17	3QD8LUVX4YCF7T5HRWFR1VS5A6PX5S	DistSal	184.752611890923	36.9647839432881	32.2778758241339
1	12	65	83	65	70	77	70	4	73	74	13	12	6	1	22	NA	male	high	1	man	single	white	ap	32N49TQG3IWNWUAWCFAS956R6R9AVU	45	3CIS7GGG66XNM84FXSX7LIZETH7UEY	DistSal	304.557698991565	64.3742925072203	41.2163645138941
1	1	80	90	20	80	70	75	1	75	80	10	1	1	1	24	NA	male	high	30	man	married	white	ap	333U7HK6IBTC36DEF0NBWI33W7ZJDK	45	3CIS7GGG66XNM84FXSX7LIZETH7UEY	DistSal	329.667934884264	19.4179764825011	44.6924434488008
40	5	50	90	50	10	10	25	1	1	10	1	45	90	40	39	NA	male	somecollege	1	man	single	white	ap	3C6FJU71TS7OFXJZNVE3G5MFVB2YU2	45	3CIS7GGG66XNM84FXSX7LIZETH7UEY	DistSal	88.2664360255988	63.0690915212503	44.6924434488008
7	4	80	84	25	53	28	74	1	62	86	26	70	26	13	36	NA	male	high	10	man	married	white	ap	3EF8EXOTT39IBBX2Z73GVG2U7AWJ1U	45	3CIS7GGG66XNM84FXSX7LIZETH7UEY	DistSal	276.633785410322	80.3013688710217	41.7129472188808
1	1	75	76	36	76	50	88	1	34	85	1	46	7	13	28	NA	female	graduate	1	woman	single	white	ap	3YMU66OBIPMJOKSFTQLYQQQLW7BGHM	45	3CIS7GGG66XNM84FXSX7LIZETH7UEY	DistSal	321.982985974399	52.8853912156479	37.7402855789874
7	17	66	82	75	35	69	35	9	60	68	30	22	71	38	24	NA	male	somecollege	20	man	single	white	ap	39GHHAVOMH5Z3AULMPMITE9XJU6J47	11	3W1K7D6QSCV614M5TOUP1288S29ZBS	DistSal	231.854137230368	94.6715016994276	40.7197818089074
60	65	38	61	66	65	70	74	38	36	34	41	61	66	61	32	NA	male	bachelors	60	woman	married	white	ap	3CN4LGXD5Z2PYZPK8PNL31OLWYHY4I	11	3W1K7D6QSCV614M5TOUP1288S29ZBS	DistSal	240.123660153601	181.710428756389	30.2915450041872
23	29	35	16	42	34	8	15	68	1	25	59	9	43	72	31	NA	male	graduate	17	man	married	white	ap	3STRJBFXOY5EVFFTJBN221L2EI3TKS	11	3W1K7D6QSCV614M5TOUP1288S29ZBS	DistSal	100.43131966826	140.313303198357	7.94532327978682
27	30	57	46	79	45	45	55	5	42	52	46	10	45	63	53	NA	male	graduate	5	man	divorced	white	ap	3VELCLL3GMX269B6GHCVGIA2E4L1FH	11	3W1K7D6QSCV614M5TOUP1288S29ZBS	DistSal	217.255687200499	105.473867855917	22.8428044293871
55	18	28	13	13	19	28	24	1	10	32	28	1	9	93	27	NA	female	bachelors	50	woman	single	hispanic	ap	3X31TUMD7Z0O61L22SFTBVFMBZ11LE	11	3W1K7D6QSCV614M5TOUP1288S29ZBS	DistSal	111.901323538109	39.5043050516682	6.45557516482679
1	70	100	80	49	100	66	69	1	66	62	57	1	50	1	39	NA		bachelors	60	man	single	hispanic	ap	38JBBYETQQORSU8T8OBRWYW5EMAE4H	30	3SZYX62S5HELSEZQ9JBT7WFH8DB758	DistSal	338.676497936144	117.019258754366	39.7266163989341
1	1	100	91	1	100	60	100	1	100	100	1	1	1	1	39	NA	male	somecollege	5	man	single	white	ap	3B1NLC6UG1AB11Q3C3T3ZZSCIYLGPR	30	3SZYX62S5HELSEZQ9JBT7WFH8DB758	DistSal	395.467455988071	3.37541463681974	45.1890261537875
1	15	80	80	51	90	52	90	1	90	90	51	70	10	25	31	NA	female	bachelors	80	woman	married	white	ap	3FQ5JJ512N2G02A9MF1QT2FAP21NK9	30	3SZYX62S5HELSEZQ9JBT7WFH8DB758	DistSal	346.238803464041	118.401419772302	39.7266163989341
1	1	71	58	1	71	72	71	1	70	71	1	1	1	26	41	NA	male	high	1	man	married	white	ap	3VAR3R6G1RFENM8KE540IM6OKACO82	30	3SZYX62S5HELSEZQ9JBT7WFH8DB758	DistSal	304.431809984034	3.37541463681974	28.8017968892272
1	27	66	53	28	61	67	72	1	49	77	55	30	9	15	23	NA	male	somecollege	20	man	single	mixed	ap	3XC1O3LBOU0PFLXB4BZ3H1YH3ISLT7	30	3SZYX62S5HELSEZQ9JBT7WFH8DB758	DistSal	293.862567989958	90.5332255115093	26.3188833642938
1	15	81	76	36	77	78	74	3	62	94	69	5	4	65	42	NA	female	associates	6	woman	married	white	ap	37M28K1J0SRE5ZA2VQW96HVXB42JAI	24	3F6045TU7E287KPVR6MUX8BPPZI99D	DistSal	346.030239390186	79.1663596355389	37.7402855789874
1	1	100	100	1	69	58	51	1	55	64	1	1	1	1	27	NA	male	somecollege	50	man	single	black	ap	3E337GFOLBMBYGEQWOGBVANHILKNG6	24	3F6045TU7E287KPVR6MUX8BPPZI99D	DistSal	290.885286576051	3.37541463681974	49.6582704986676
4	1	97	95	14	74	78	93	1	97	96	1	16	23	13	24	NA	female	somecollege	50	woman	single	white	ap	3KOPY89HMAGELEBHMBHZJ9HR5V3J3H	24	3F6045TU7E287KPVR6MUX8BPPZI99D	DistSal	374.842724223626	20.6202661242825	47.1753569737342
1	1	1	74	1	73	61	1	1	70	77	1	1	1	50	29	NA	male	somecollege	16	man	single	white	ap	3QFUFYSY90TJY88P3ZVXEGH5QNP4FP	24	3F6045TU7E287KPVR6MUX8BPPZI99D	DistSal	184.60675868833	3.37541463681974	36.747120169014
61	23	57	58	33	67	62	68	66	28	62	29	65	40	77	36	NA	male	bachelors	64	man	married	white	ap	3RYC5T2D7572QRZHSENFY36JK7WPRW	24	3F6045TU7E287KPVR6MUX8BPPZI99D	DistSal	270.791667895283	148.292808909561	28.8017968892272
1	49	85	86	51	85	80	85	3	85	85	51	80	3	4	31	NA	female	bachelors	80	woman	married	white	ap	30MVJZJNHOR00G0X3KI9AMKD5OLJ98	53	3M67TQBQQI2MC3Z0JC0UT3M9VH09AS	DistSal	359.475486254575	152.687171866521	42.7061126288541
1	17	92	84	87	84	25	89	11	12	13	58	10	1	12	37	NA	male	bachelors	6	man	married	white	ap	35L9RVQFCQW2T2TADVAFU5RC5GJUHV	53	3M67TQBQQI2MC3Z0JC0UT3M9VH09AS	DistSal	258.502873012341	111.922822501483	41.7129472188808
1	62	46	75	100	54	56	57	100	27	37	100	1	100	23	38	NA	female	bachelors	20	woman	married	white	ap	38F71OA9GVAZ2YXV93VT0AY5CF9MF3	53	3M67TQBQQI2MC3Z0JC0UT3M9VH09AS	DistSal	213.367708458476	242.321884727171	37.2437028740007
63	40	36	55	57	41	41	57	22	35	57	56	24	60	36	34	NA	female	bachelors	30	woman	married	hispanic	ap	3MYYFCXHJ5LPC84KEJ1FW1HHR3I4GJ	53	3M67TQBQQI2MC3Z0JC0UT3M9VH09AS	DistSal	199.837388968043	129.539969387567	27.3120487742672
1	31	64	68	22	66	69	80	51	72	66	68	74	19	12	29	NA	female	somecollege	70	woman	single	white	ap	3W92K5RLWWVQQOYFHJJB1UQ5ED8V59	53	3M67TQBQQI2MC3Z0JC0UT3M9VH09AS	DistSal	295.372912544248	166.390745993035	33.767623939094
85	78	86	78	83	83	84	64	83	71	71	64	80	63	81	26	NA	male	bachelors	74	man	married	white	ap	37UEWGM5HVMZ9ZGF7CCPX7OLHRQR1U	66	34O39PNDK7MXZD0EJ70CFZ69JLRBRC	DistSal	330.601644445982	262.764684030203	38.7334509889607
28	71	37	72	71	30	75	73	73	82	73	67	70	29	76	32	NA	male	bachelors	20	man	married	white	ap	3B3WTRP3DDG0UK2PWZCHB5YW3BY926	66	34O39PNDK7MXZD0EJ70CFZ69JLRBRC	DistSal	246.843966060447	238.106768971601	35.7539547590407
90	1	5	95	1	1	1	5	1	5	1	10	10	100	95	39	NA	male	somecollege	1	man	single	white	ap	3FIUS151DXG5OOX49K3G5QEKH7YGGN	66	34O39PNDK7MXZD0EJ70CFZ69JLRBRC	DistSal	11.0282666698586	14.8602155551259	47.1753569737342
62	31	34	79	48	41	37	48	21	41	39	33	49	76	35	36	NA	male	somecollege	1	man	married	white	ap	3NLZY2D53R3CN55JN758CWNUJBTLQT	66	34O39PNDK7MXZD0EJ70CFZ69JLRBRC	DistSal	170.823671703865	119.558670745775	39.2300336939474
16	1	74	58	50	51	1	1	1	19	58	73	1	27	20	29	NA	male	high	1	man	single	white	ap	3TUI152ZZD1ZXY1FUXNPSHEGL5O1Q3	66	34O39PNDK7MXZD0EJ70CFZ69JLRBRC	DistSal	158.734816372607	74.4330289005973	28.8017968892272
1	50	60	85	50	89	89	90	50	89	88	49	20	30	30	35	NA	male	graduate	5	man	single	white	ap	35GMH2SV3GVVWNIBR8Q0AW2AVHBEO0	57	33Q5P9PUSQ0PB9EB7OQKCMEQAN9ZCZ	DistSal	357.16901019896	148.132361009339	42.2095299238675
44	42	55	63	45	53	46	48	45	45	55	43	45	54	27	24	NA	female	bachelors	1	woman	engaged	white	ap	3ATTHHXXWC2U61YPOI3NEORVZAMIX9	57	33Q5P9PUSQ0PB9EB7OQKCMEQAN9ZCZ	DistSal	220.038044093602	148.37780350401	31.2847104141606
82	81	68	79	94	88	76	82	74	94	90	83	64	68	94	34	NA	male	bachelors	99	man	married	white	ap	3AWETUDC946JBWY4P0R8B9767AKIZ6	57	33Q5P9PUSQ0PB9EB7OQKCMEQAN9ZCZ	DistSal	347.050022747954	265.067090087989	39.2300336939474
30	30	40	37	56	12	33	45	23	34	15	22	39	58	67	29	NA	male	graduate	80	man	married	white	ap	3KAKFY4PGWGIQ3RB4TWZ782RSHNI3F	57	33Q5P9PUSQ0PB9EB7OQKCMEQAN9ZCZ	DistSal	122.585384892014	111.425867900666	18.373560084507
4	1	95	85	99	100	100	100	6	100	50	63	1	3	6	27	NA	male	associates	8	man		hispanic	ap	3NL0RFNU0H1UEU034AMUUT9AYJ64KR	57	33Q5P9PUSQ0PB9EB7OQKCMEQAN9ZCZ	DistSal	378.453276205085	99.4840945953569	42.2095299238675
4	18	67	82	23	75	51	66	11	65	81	57	7	22	6	39	NA	female	bachelors	1	woman	married	white	ap	39DD6S19JRP7VRWITH1HQU9EFHEEZU	6	3KI0JD2ZU2WHBIZ4E2LYZ2TH48M76O	DistSal	292.461335438846	74.4844932425291	40.7197818089074
19	15	77	98	37	44	74	81	1	89	64	27	66	9	26	44	NA	female	graduate	1	woman	divorced	white	ap	3KJYX6QCMBPYXND06LN5249AWFTVJN	6	3KI0JD2ZU2WHBIZ4E2LYZ2TH48M76O	DistSal	289.582931389903	93.3425592188814	48.6651050886942
44	57	64	54	43	48	64	67	45	59	45	36	47	68	56	32	NA	female	associates	44	woman	single	white	ap	3NGI5ARFTVJEXM00UK80SCO6G9JP1H	6	3KI0JD2ZU2WHBIZ4E2LYZ2TH48M76O	DistSal	245.079906568109	155.83691041106	26.8154660692805
10	60	81	50	65	85	80	85	15	90	80	70	75	16	15	28	NA	male	bachelors	35	man	single	mixed	ap	3NQL1CS15TMOSC8ZSLO8CROY9IBYVR	6	3KI0JD2ZU2WHBIZ4E2LYZ2TH48M76O	DistSal	351.730818418188	186.44676635012	24.8291352493338
76	23	70	69	14	71	64	68	2	83	81	66	63	17	21	33	NA	male	graduate	33	man	single	white	ap	3Z9WI9EOZ12OQ6OYJH6DOIIE3PHKHK	6	3KI0JD2ZU2WHBIZ4E2LYZ2TH48M76O	DistSal	303.578084442618	109.184312342265	34.2642066440806
100	1	5	92	94	3	3	4	1	4	5	1	1	95	93	35	NA	male	graduate	80	man	single	white	ap	33CUSNVVNPQB2UL47OF4L0GO59988S	28	3VEI3XUCZSBZ371O2CIDAJBY0P5RPC	DistSal	17.1307655079351	55.0968504295927	45.6856088587742
25	36	37	60	22	27	23	36	1	1	35	29	6	21	63	22	NA	male	high	1	man	single	asian	ap	34QN5IT0T15TK5G1CK2PSLA6MBX805	28	3VEI3XUCZSBZ371O2CIDAJBY0P5RPC	DistSal	135.46987822075	62.2503955637456	29.7949622992006
57	36	57	30	44	57	45	60	63	43	44	42	61	41	59	12	NA	male	bachelors	53	man	single	asian	ap	374TNBHA8D9WN4CI6MUY64PQSQWYQX	28	3VEI3XUCZSBZ371O2CIDAJBY0P5RPC	DistSal	225.005977399388	167.281078715123	14.8974811496003
42	1	35	68	30	35	10	40	5	10	38	45	1	65	1	57	NA	female	high	20	woman	married	white	ap	3HUTX6F6VW13176VYOVZ8VTLYAKO2Z	28	3VEI3XUCZSBZ371O2CIDAJBY0P5RPC	DistSal	136.677511737346	49.3816467824468	33.767623939094
1	1	95	95	20	95	95	95	1	95	95	95	95	10	1	37	NA	female	associates	1	woman	single	white	ap	3PMBY0YE29HDS2URTS1NNI7IF2B9CF	28	3VEI3XUCZSBZ371O2CIDAJBY0P5RPC	DistSal	406.262002128639	133.894524730483	47.1753569737342
3	3	83	92	5	78	64	63	1	71	84	3	1	4	4	28	NA	male	bachelors	32	man	single	white	ap	33F859I568RNX3K4D4TKPFZOGVIHB7	48	34KYK9TV2SM90S0RYW0H59B55NABS0	DistSal	318.545945467228	8.34951202220739	45.6856088587742
64	14	90	65	50	60	74	74	17	19	63	69	16	14	27	36	NA	female	somecollege	11	woman	single	black	ap	386PBUZZXHBV1I16SHLZFVB85G1LJ2	48	34KYK9TV2SM90S0RYW0H59B55NABS0	DistSal	307.105953089643	104.406197713994	32.2778758241339
63	1	10	90	4	9	22	39	1	7	26	9	1	80	91	54	NA	male	somecollege	50	man	married	white	ap	39GXDJN2OVS9D6HHFHQEDE0WG428VJ	48	34KYK9TV2SM90S0RYW0H59B55NABS0	DistSal	91.5247055047691	9.91124084839716	44.6924434488008
60	20	43	50	56	31	52	53	1	63	50	56	1	75	60	36	NA	male	bachelors	1	man	single	white	ap	3A4TN5196MW678CAR4PF0Z56YHOCHH	48	34KYK9TV2SM90S0RYW0H59B55NABS0	DistSal	195.683141929589	81.987063398216	24.8291352493338
36	65	66	58	39	72	56	68	4	52	68	57	54	41	41	41	NA	female	associates	7	woman	married	hispanic	ap	3OE22WJIGK2F6VSDWLX93JJDW2MQUS	48	34KYK9TV2SM90S0RYW0H59B55NABS0	DistSal	283.054339959719	145.342911588237	28.8017968892272
3	6	26	37	29	49	63	61	3	36	66	5	4	29	11	31	NA	male	graduate	4	man	married	white	ap	31LVTDXBL9OCZ6KJ0MU8HMXZFXVLRU	89	3RDTX9JRTZF4T112C9OAJCKJU9U79Z	DistSal	228.159757639422	28.7695201975374	18.373560084507
12	12	64	64	44	64	73	70	6	37	65	41	11	37	48	33	NA	female	bachelors	60	woman	married	white	ap	388U7OUMF9FZ2AVXBT8PJ25BCZKR0R	89	3RDTX9JRTZF4T112C9OAJCKJU9U79Z	DistSal	287.119049848021	70.6171595715587	31.7812931191473
45	41	82	41	43	57	52	45	24	60	50	73	66	37	50	34	NA	female	somecollege	32	woman	single		ap	3BWI6RSP7INOBHQCAM9YZAGF5O0E71	89	3RDTX9JRTZF4T112C9OAJCKJU9U79Z	DistSal	243.02837238985	162.459108616246	20.3598909044537
7	23	65	68	67	64	59	62	1	26	61	71	64	67	21	33	NA	female	somecollege	62	woman	married	white	ap	3NS0A6KXC6M5F5S9ZCR5QXUQSXSZGV	89	3RDTX9JRTZF4T112C9OAJCKJU9U79Z	DistSal	266.006945907171	141.592909165856	33.767623939094
94	96	95	90	93	95	96	93	95	85	85	90	84	91	88	30	NA	male	graduate	99	man	married	black	ap	3OHYZ19UGEJS6A1ZB3OEEDCJAYCOA6	89	3RDTX9JRTZF4T112C9OAJCKJU9U79Z	DistSal	396.27424219052	309.932002906174	44.6924434488008
26	8	4	63	18	32	56	59	7	5	17	11	18	76	82	42	NA	female	bachelors	1	woman	single	white	ap	352YTHGROXR3C4ZVYPJXH1TI6224HN	25	3IWA71V4TJUBQX5VWFPWT165610X68	DistSal	143.778817232408	40.2898374896869	31.2847104141606
65	38	64	43	16	68	30	65	15	48	76	64	45	73	33	28	NA	male	associates	29	man	married	white	ap	384PI804XUFB3PVAQI8U9CA7Y2T0SG	25	3IWA71V4TJUBQX5VWFPWT165610X68	DistSal	261.583674749314	118.655811622436	21.3530563144271
1	2	84	71	78	67	88	86	4	78	15	76	16	52	11	35	NA	male	bachelors	50	man	married	white	ap	3D4CH1LGEC7Q9EAWVEX6D9SXDU3G9W	25	3IWA71V4TJUBQX5VWFPWT165610X68	DistSal	286.910394521439	104.94219197392	35.257372054054
5	4	80	76	78	17	43	84	3	12	72	4	6	97	90	49	NA	female	high	1	woman	married	white	ap	3GLB5JMZFZ92C4ND7U28Z5BN4GHGDE	25	3IWA71V4TJUBQX5VWFPWT165610X68	DistSal	253.148083744475	55.2148336513039	37.7402855789874
5	83	36	57	70	40	35	55	32	10	25	55	1	55	17	37	NA	female	somecollege	1	woman	married	asian	ap	3ZGVPD4G6VV9KAEFJCQCPG9FIT0ZT8	25	3IWA71V4TJUBQX5VWFPWT165610X68	DistSal	163.469780673083	161.526019149635	28.3052141842405
6	6	59	84	4	90	61	71	1	72	71	4	6	6	8	24	NA	female	somecollege	16	woman	single	white	ap	33F859I568RNX3K4D4TKPFZOGUWHBJ	79	3PR3LXCWSGDY8G7TUMS8DBX7W28X9J	DistSal	302.634120579515	14.0391230596293	41.7129472188808
1	14	87	76	18	87	60	84	1	86	87	21	30	13	17	33	NA	male	bachelors	30	man	single	white	ap	34S9DKFK753BK7ZQQU2H2AULNGZNYR	79	3PR3LXCWSGDY8G7TUMS8DBX7W28X9J	DistSal	347.689206600752	54.3229979435983	37.7402855789874
10	16	16	93	19	88	77	87	12	86	81	61	23	25	11	33	NA	male	bachelors	50	man	single	asian	ap	3PEIJLRY6V7C7WIUDZ72FF03ENKXWZ	79	3PR3LXCWSGDY8G7TUMS8DBX7W28X9J	DistSal	302.149936190007	84.6204242372302	46.1821915637609
1	1	2	94	17	92	93	91	1	90	93	5	1	1	3	37	NA	female	graduate	1	woman	married	white	ap	3VFJCI1K41DWDE6IPVXS4USRJG9GRJ	79	3PR3LXCWSGDY8G7TUMS8DBX7W28X9J	DistSal	321.601911702065	14.7074225705139	46.6787742687475
1	100	85	100	10	100	26	100	7	100	100	100	1	1	4	30	NA	female	associates	34	woman	married	hispanic	ap	3ZY8KE4ISLHFJAHD1B7EZ5LWA9VQVH	79	3PR3LXCWSGDY8G7TUMS8DBX7W28X9J	DistSal	356.007609096576	149.143003359031	49.6582704986676
